1009,100.9152166
1008,100.1430235
1006,99.04296661
1001,98.50402542
1005,99.30127653
1004,100.3867695
1009,97.93625456
1001,100.9208894
1004,100.0892209
1007,101.0852008
1000,99.71362438
1000,98.88566659
1009,100.60633
1005,99.72801176
1002,99.41533402
1007,100.5009005
1007,99.64439805
1003,99.57101851
1008,100.4236776
1006,99.15313935
1000,100.4408647
1007,99.82945201
1008,100.1477783
1005,99.71670873
1004,99.8713324
1006,99.65504744
1006,99.55067913
1002,99.54437588
1009,98.72176435
1008,99.66433099
1007,99.40554574
1007,99.85006537
1008,100.3808418
1002,99.9076712
1007,98.55529286
1001,98.86648703
1006,100.199906
1002,101.3638755
1005,99.58422087
1009,100.1564511
1007,99.46009009
1007,101.2721189
1001,100.236061
1002,98.50732518
1009,100.7844897
1005,99.60592689
1002,99.0419266
1001,100.2438202
1008,100.1769529
1004,98.81139953
1007,98.89478208
1004,100.3450455
1004,100.2210141
1006,100.0821922
1009,98.59781873
1005,99.0146388
1003,101.5791907
1002,99.20418914
1005,99.99577288
1001,100.2344162
1005,99.61293699
1007,98.22586068
1002,100.1646818
1000,100.4405168
1008,99.89587719
1000,98.76099038
1006,100.8560559
1007,100.01098
1008,100.1189579
1003,100.5005292
1009,99.50294219
1009,100.2125933
1000,99.3237102
1008,100.1081675
1007,97.7387238
1009,101.5544846
1006,99.91857928
1008,99.78118016
1008,98.19844303
1006,98.43833864
1009,100.5162564
1005,100.492572
1006,101.6510865
1006,101.2342226
1008,100.3334253
1007,100.1835049
1002,100.155245
1009,100.308478
1007,100.7908288
1009,101.7292965
1003,99.1504896
1006,100.3257042
1001,101.5968231
1009,99.7810652
1004,99.37599147
1008,100.1239124
1004,99.04670699
1002,100.6010752
1005,99.62887392
1000,98.71726741
